0.361132 0.346738 0.851891 0.641083
0.339273 0.35085 0.853139 0.647561
0.642822 0.346849 0.152019 0.648197
0.34842 0.348786 0.839021 0.652924
0.354908 0.359954 0.850159 0.651949
0.152059 0.154768 0.354742 0.855626
0.852649 0.354176 0.350111 0.856659
0.148336 0.644681 0.352922 0.149842
0.157009 0.655653 0.33582 0.159479
0.345567 0.345059 0.857548 0.648808
0.143084 0.638967 0.351214 0.16281
0.157638 0.138596 0.359949 0.840397
0.348355 0.347982 0.852983 0.652212
0.153509 0.157032 0.35384 0.852336
0.356093 0.843652 0.351912 0.345137
0.348222 0.367421 0.851338 0.650333
0.152331 0.644568 0.341512 0.144526
0.851899 0.354176 0.346632 0.841244
0.657253 0.345222 0.150982 0.645014
0.361468 0.354921 0.856325 0.651831
0.849463 0.336798 0.349439 0.843435
0.355423 0.846568 0.345979 0.359089
0.634146 0.354056 0.147085 0.647292
0.345064 0.859248 0.349259 0.342649
0.351758 0.353329 0.839449 0.639486
0.356728 0.853191 0.339712 0.350524
0.844035 0.350732 0.343377 0.845727
0.33925 0.342935 0.857095 0.65499
0.853414 0.352351 0.35587 0.848115
0.344634 0.34929 0.857045 0.639638
0.652434 0.344638 0.14496 0.653891
0.652267 0.353615 0.147616 0.652586
0.854175 0.348194 0.350334 0.85522
0.157894 0.150291 0.336258 0.848164
0.353116 0.839158 0.358316 0.352758
0.355227 0.852526 0.348444 0.347046
0.34973 0.348558 0.851295 0.646611
0.643602 0.340915 0.156421 0.655226
0.85652 0.358118 0.357105 0.842231
0.654373 0.352113 0.149621 0.649262
0.848012 0.350293 0.334345 0.856133
0.15278 0.152964 0.360316 0.852369
0.636905 0.338234 0.141228 0.654295
0.346337 0.835827 0.348078 0.350381
0.358092 0.846086 0.351623 0.352275
0.852102 0.356146 0.349666 0.851724
0.14949 0.650226 0.34325 0.139113
0.339522 0.855365 0.346213 0.337769
0.345813 0.851569 0.3522 0.351282
0.344468 0.848312 0.344378 0.340244
0.149826 0.653669 0.342181 0.157195
0.144192 0.14668 0.341402 0.855076
0.642642 0.354128 0.146175 0.657324
0.652585 0.340526 0.144861 0.645011
0.862234 0.356464 0.347985 0.853314
0.861388 0.349702 0.350903 0.847083
0.148873 0.653744 0.360085 0.141705
0.352451 0.338401 0.852712 0.663796
0.348348 0.339465 0.853574 0.64694
0.143066 0.159512 0.349034 0.855234
0.659183 0.345646 0.149644 0.649821
0.353938 0.34648 0.849057 0.64767
0.84844 0.355019 0.357187 0.852042
0.841315 0.347619 0.351735 0.84713
