0.847589 0.150261 0.155943
0.849901 0.164613 0.145224
0.846485 0.143944 0.157358
0.843917 0.156677 0.149666
0.343588 0.647001 0.348698
0.850625 0.144684 0.138518
0.142671 0.14021 0.851754
0.15206 0.139577 0.847104
0.348109 0.646486 0.347856
0.356259 0.643399 0.352903
0.356549 0.657066 0.353047
0.342986 0.646712 0.359677
0.854902 0.147411 0.150258
0.350939 0.658555 0.346131
0.851705 0.160967 0.159496
0.153548 0.149804 0.854274
0.147234 0.150855 0.854151
0.359239 0.647858 0.360762
0.145197 0.144907 0.842803
0.840035 0.142967 0.156287
0.846096 0.154578 0.142808
0.849138 0.144153 0.148862
0.344688 0.644622 0.351588
0.150224 0.146172 0.840587
0.834228 0.153671 0.145689
0.134659 0.150613 0.853378
0.156596 0.14585 0.848281
0.349384 0.654044 0.351466
0.15175 0.151535 0.869691
0.847924 0.146485 0.149043
0.342833 0.65541 0.345231
0.14939 0.148826 0.859805
0.850739 0.141323 0.163592
0.146277 0.156013 0.857366
0.156378 0.147269 0.853957
0.3449 0.652639 0.341786
0.844885 0.140519 0.146673
0.14576 0.147221 0.846308
0.144367 0.149364 0.840686
0.354044 0.65468 0.353377
0.35642 0.646503 0.35813
0.151926 0.15236 0.845678
0.856453 0.151552 0.146193
0.158933 0.142815 0.860288
0.853567 0.159441 0.136425
0.847608 0.139218 0.148136
0.854373 0.142079 0.146138
0.349729 0.650001 0.352068
0.349246 0.643839 0.339259
0.350759 0.653038 0.345901
0.154111 0.148659 0.855341
0.148646 0.15264 0.856239
0.157728 0.146949 0.848636
0.851588 0.155938 0.14585
0.847135 0.15459 0.156547
0.354246 0.65525 0.347695
0.141495 0.147105 0.844646
0.350979 0.659611 0.358918
0.165109 0.150396 0.869348
0.351663 0.662895 0.356557
0.344449 0.666152 0.341433
0.345963 0.650137 0.3467
0.347462 0.65255 0.34047
0.852618 0.149725 0.157657
0.352388 0.63811 0.356402
0.852728 0.157722 0.147592
0.345694 0.655528 0.348761
0.148106 0.143239 0.840092
0.357227 0.659805 0.350015
0.14643 0.147527 0.848863
0.853422 0.156039 0.158555
0.150177 0.14914 0.848714
0.843064 0.152281 0.155956
0.344284 0.649172 0.34479
0.351436 0.645888 0.348894
0.144676 0.144441 0.855615
0.145678 0.149798 0.846097
0.843468 0.149583 0.150079
0.351562 0.629662 0.347245
0.840386 0.156426 0.146024
0.146505 0.152097 0.854773
0.848593 0.15184 0.153808
0.852168 0.150805 0.145977
0.143353 0.152216 0.838444
0.343262 0.644299 0.345492
0.342113 0.646709 0.357177
0.335472 0.663447 0.352272
0.84888 0.160798 0.141831
0.15126 0.149846 0.854288
0.849769 0.133239 0.157199
0.344815 0.643542 0.345842
0.154543 0.149076 0.842336
0.145771 0.144306 0.841897
0.154843 0.148427 0.850602
0.144686 0.135176 0.855223
0.853196 0.152749 0.151877
0.144768 0.135147 0.851636
0.352992 0.663936 0.352535
0.348824 0.6413 0.342186
0.161058 0.147947 0.853952
0.149881 0.162011 0.853628
0.351336 0.644282 0.346532
0.850406 0.144861 0.140717
0.839503 0.153005 0.136542
0.842246 0.162885 0.157546
0.850304 0.149891 0.14152
0.844075 0.162022 0.159692
0.357413 0.638136 0.347813
0.347288 0.655432 0.350812
0.340156 0.645532 0.344529
0.858238 0.158302 0.148256
0.148905 0.154986 0.852819
0.352108 0.647979 0.363103
0.854546 0.143859 0.153303
0.349734 0.658237 0.345919
0.359999 0.643538 0.361488
0.157845 0.152749 0.8551
0.350788 0.64486 0.341259
0.160408 0.149919 0.866509
0.145606 0.155814 0.846295
0.853598 0.140286 0.152517
0.848002 0.160229 0.141715
0.144317 0.145827 0.852362
0.153656 0.144121 0.838453
0.841529 0.141506 0.159462
0.352932 0.639491 0.347025
0.347598 0.646832 0.338036
0.34852 0.638175 0.354925
0.350827 0.655452 0.348207
0.146126 0.144553 0.855974
0.154431 0.145111 0.853007
0.348516 0.660952 0.357685
0.852817 0.157611 0.136603
0.355998 0.647006 0.344687
0.349612 0.656646 0.350595
0.145513 0.143952 0.846878
0.145302 0.153344 0.849204
0.343871 0.649727 0.338242
0.342026 0.647291 0.344973
0.347953 0.655712 0.351056
0.360027 0.644387 0.346535
0.847736 0.145201 0.139917
0.851045 0.144371 0.150492
0.343791 0.653739 0.354095
0.148131 0.161079 0.855439
0.846864 0.140753 0.151452
0.845257 0.152386 0.151497
0.154234 0.154378 0.842724
0.148731 0.155296 0.848921
0.151885 0.146909 0.854949
0.851181 0.157447 0.155552
0.851108 0.160968 0.153506
0.346884 0.660272 0.339929
0.352792 0.642424 0.341629
0.333282 0.649267 0.353882
0.849153 0.145088 0.145432
0.136845 0.153251 0.837966
0.147087 0.140916 0.837548
0.846245 0.146071 0.154886
0.345905 0.656361 0.340138
0.35209 0.649314 0.345352
0.148087 0.152556 0.860842
0.344078 0.651171 0.348985
0.347402 0.639114 0.352452
0.859947 0.153155 0.149261
0.83735 0.154122 0.152531
0.845548 0.152862 0.156534
0.358477 0.642612 0.341425
0.847296 0.143189 0.153551
0.146208 0.166051 0.859396
0.844183 0.152779 0.142921
0.336561 0.646997 0.350741
0.361101 0.650533 0.348155
0.340649 0.650078 0.341853
0.846419 0.153259 0.156991
0.143279 0.160138 0.855515
0.848399 0.152869 0.142547
0.150084 0.145164 0.856153
0.15527 0.154885 0.853958
0.849542 0.160265 0.155188
0.854858 0.148397 0.146479
0.864964 0.137474 0.137558
0.361897 0.654895 0.338753
0.353677 0.652206 0.342116
0.842937 0.157025 0.159586
0.356208 0.637621 0.357621
0.859197 0.145617 0.148546
0.857093 0.158442 0.154786
0.849245 0.148053 0.141199
0.837831 0.153349 0.152675
0.351081 0.640332 0.341409
0.143121 0.150756 0.861647
0.841072 0.148508 0.15051
0.159901 0.150086 0.842141
0.151668 0.153075 0.844571
0.148804 0.149731 0.847879
0.366965 0.648488 0.358453
0.151896 0.149413 0.846979
0.351749 0.651064 0.354134
0.363958 0.646556 0.344172
0.350683 0.665803 0.345987
0.341897 0.654753 0.336815
0.837833 0.14058 0.141123
0.152959 0.153623 0.844468
0.139937 0.150467 0.851292
0.158589 0.140314 0.848115
0.352213 0.655579 0.349827
0.85061 0.148138 0.158649
0.154676 0.145401 0.854056
0.346658 0.647599 0.357906
0.353724 0.649355 0.350446
0.346884 0.646835 0.353604
0.149983 0.156312 0.847697
0.847737 0.153082 0.151957
0.343139 0.655839 0.344304
0.849341 0.14616 0.165536
0.152689 0.151305 0.842312
0.84227 0.156154 0.154832
0.143372 0.146639 0.859114
0.851961 0.137159 0.145906
0.848776 0.147638 0.155502
