0.347408 0.648862 0.355029 0.348862
0.351382 0.64915 0.35039 0.344362
0.643841 0.852852 0.848585 0.852131
0.358821 0.644234 0.354599 0.648813
0.644882 0.85211 0.831592 0.833004
0.651841 0.859863 0.850078 0.868454
0.658002 0.848991 0.85395 0.153152
0.658997 0.851479 0.850408 0.142752
0.655157 0.636229 0.840505 0.349487
0.141384 0.339038 0.345881 0.342165
0.651977 0.839424 0.843102 0.147195
0.33582 0.643335 0.350187 0.64254
0.360348 0.650433 0.350266 0.342901
0.658048 0.651963 0.862231 0.339105
0.349159 0.637541 0.354665 0.657267
0.152175 0.145614 0.644554 0.146377
0.149557 0.14601 0.655676 0.152747
0.14926 0.153155 0.652865 0.139457
0.36164 0.643885 0.348229 0.656414
0.351802 0.650498 0.344229 0.353427
0.854439 0.645137 0.157221 0.343697
0.146555 0.146093 0.64762 0.15616
0.350629 0.643444 0.354545 0.360728
0.635911 0.854947 0.841753 0.850089
0.145035 0.159819 0.650559 0.144448
0.851105 0.353717 0.146923 0.341058
0.347683 0.65693 0.362826 0.34238
0.661962 0.638356 0.855498 0.352788
0.650591 0.63817 0.859375 0.355729
0.643761 0.652672 0.845929 0.335607
0.850682 0.646069 0.135625 0.352402
0.655645 0.850451 0.851118 0.148462
0.357027 0.65192 0.341413 0.66232
0.350739 0.653703 0.355866 0.346386
0.645663 0.842037 0.846474 0.148048
0.854794 0.654342 0.151059 0.354849
0.147106 0.152889 0.650086 0.148222
0.65759 0.830306 0.841944 0.86502
0.845438 0.663794 0.142102 0.349712
0.653896 0.855085 0.851017 0.839089
0.845259 0.350016 0.149955 0.35112
0.648314 0.841701 0.850924 0.144537
0.643024 0.847645 0.841839 0.150741
0.858039 0.339763 0.156398 0.345097
0.34672 0.64535 0.356217 0.645915
0.343259 0.650662 0.349319 0.349216
0.66111 0.858185 0.847434 0.849992
0.847343 0.349119 0.15389 0.35862
0.155697 0.357382 0.350492 0.354112
0.346484 0.652072 0.352261 0.345077
0.643211 0.851352 0.862666 0.153216
0.161449 0.34813 0.340129 0.352105
0.34912 0.652107 0.355739 0.339804
0.151265 0.356427 0.344561 0.354912
0.858204 0.349559 0.147897 0.35287
0.351808 0.655897 0.351532 0.644863
0.151523 0.346641 0.345151 0.332012
0.656255 0.856961 0.857439 0.851054
0.14635 0.155383 0.645218 0.137525
0.863935 0.349535 0.148794 0.3416
0.845148 0.3433 0.152111 0.348814
0.854878 0.357192 0.155476 0.342653
0.156288 0.156509 0.656641 0.142682
0.142876 0.359663 0.355235 0.34824
0.647817 0.853142 0.839324 0.142016
0.853848 0.341645 0.142054 0.343615
0.35713 0.631271 0.35525 0.641848
0.6536 0.649384 0.846191 0.341976
0.855358 0.352091 0.148494 0.356266
0.349764 0.646279 0.362084 0.645456
0.665053 0.645032 0.848553 0.349034
0.157885 0.345611 0.349575 0.355015
0.846929 0.647635 0.131032 0.350088
0.846521 0.649682 0.159496 0.347497
0.652592 0.656463 0.842654 0.338885
0.152203 0.350541 0.342745 0.362907
0.647282 0.844213 0.849817 0.842778
0.146054 0.141347 0.649057 0.142997
0.850681 0.653111 0.15408 0.350314
0.147812 0.348316 0.354268 0.349303
0.830091 0.651151 0.148667 0.355098
0.349263 0.647495 0.347206 0.354974
0.151908 0.355977 0.352475 0.360818
0.861627 0.346724 0.149938 0.352068
0.357001 0.655328 0.338987 0.660597
0.148136 0.348356 0.340601 0.347813
0.634655 0.646385 0.860976 0.355464
0.659893 0.858213 0.842552 0.854752
0.649928 0.8484 0.85255 0.84576
0.350454 0.643632 0.343747 0.659446
0.136877 0.148764 0.642048 0.144232
0.351651 0.647085 0.343776 0.653943
0.342008 0.645857 0.349636 0.348628
