0.15194 0.348343 0.846307
0.658536 0.348789 0.84787
0.158138 0.345897 0.843975
0.155386 0.3411 0.845813
0.148704 0.358408 0.849561
0.851765 0.145861 0.353193
0.646059 0.341811 0.655603
0.654553 0.356506 0.655747
0.859235 0.154785 0.35015
0.654086 0.365595 0.843421
0.154029 0.356409 0.856683
0.145845 0.344362 0.850903
0.649678 0.348553 0.853159
0.65878 0.347826 0.853382
0.64829 0.342925 0.646343
0.650164 0.338163 0.857018
0.852826 0.153787 0.351706
0.647563 0.352913 0.849067
0.146271 0.348116 0.851216
0.657913 0.346679 0.85939
0.351829 0.849874 0.648929
0.357223 0.843211 0.65304
0.146604 0.347992 0.852992
0.14592 0.349422 0.853689
0.652999 0.346289 0.848488
0.639169 0.34695 0.655007
0.64094 0.360367 0.647103
0.149937 0.351314 0.84588
0.646962 0.357975 0.843146
0.344576 0.843218 0.65466
0.658956 0.344976 0.846933
0.152228 0.353663 0.854681
0.349671 0.856577 0.663417
0.643067 0.342903 0.647122
0.850764 0.157808 0.355313
0.643137 0.351869 0.852695
0.143664 0.346229 0.848931
0.149063 0.343717 0.851154
0.849589 0.155048 0.358102
0.154829 0.34981 0.855579
0.669044 0.354923 0.848366
0.654459 0.34883 0.849511
0.34781 0.848844 0.65064
0.343125 0.84638 0.648221
0.65063 0.36205 0.845005
0.147265 0.347598 0.854513
0.14698 0.350553 0.846442
0.646308 0.353045 0.649927
0.645698 0.339378 0.848175
0.850644 0.139669 0.353926
0.158643 0.355758 0.860662
0.654597 0.352819 0.850676
0.148374 0.339384 0.850009
0.348133 0.848345 0.66096
0.150092 0.35312 0.844088
0.649041 0.348929 0.855939
0.153098 0.348673 0.844451
0.658252 0.345892 0.851123
0.356318 0.842633 0.657031
0.341312 0.853866 0.654283
0.844408 0.157664 0.348309
0.355366 0.852558 0.648766
0.643136 0.348199 0.852314
0.644444 0.350218 0.659609
0.15303 0.351636 0.845361
0.854931 0.159511 0.353054
0.352507 0.847779 0.649447
0.846087 0.144155 0.348992
0.345598 0.857307 0.660169
0.646487 0.353263 0.8494
0.64106 0.353701 0.642908
0.353286 0.855069 0.64006
0.149679 0.342517 0.857223
0.34658 0.851588 0.650665
0.844828 0.157835 0.352587
0.656365 0.351368 0.650433
0.84287 0.145904 0.349731
0.651939 0.340155 0.662181
0.657348 0.350399 0.647793
0.653691 0.336376 0.85657
0.13892 0.349593 0.845948
0.347144 0.840247 0.639391
0.146458 0.352254 0.844136
0.353531 0.852858 0.642921
0.137541 0.354834 0.842095
0.146226 0.361019 0.857187
0.652564 0.353742 0.644147
0.851326 0.154421 0.357994
0.648018 0.338963 0.650747
0.159388 0.35191 0.850195
0.150469 0.354432 0.849877
