0.150133 0.847655 0.352241 0.659727
0.652928 0.348716 0.147855 0.65173
0.853784 0.154398 0.345857 0.642585
0.158099 0.352642 0.855112 0.147059
0.652192 0.340276 0.649327 0.851928
0.138313 0.843102 0.354863 0.66521
0.136699 0.352228 0.8575 0.14949
0.154146 0.840354 0.347454 0.645453
0.842092 0.647054 0.849118 0.852491
0.159758 0.34559 0.839345 0.142935
0.645074 0.3511 0.642148 0.849543
0.151581 0.849763 0.34785 0.659593
0.148578 0.844014 0.356785 0.642739
0.142458 0.862552 0.355973 0.643259
0.855722 0.147878 0.654683 0.35648
0.158789 0.350175 0.85065 0.146619
0.654682 0.355154 0.14423 0.655052
0.86124 0.137911 0.351416 0.652549
0.652413 0.655745 0.137621 0.642592
0.641555 0.346373 0.641169 0.839753
0.843471 0.161169 0.367522 0.651787
0.650694 0.355371 0.661773 0.853911
0.847598 0.641662 0.845371 0.857408
0.64815 0.151218 0.854181 0.332142
0.154964 0.347821 0.851847 0.158788
0.8475 0.157693 0.640547 0.355062
0.849817 0.146894 0.64017 0.344417
0.147765 0.851724 0.351235 0.650307
0.63922 0.649329 0.140301 0.655525
0.850527 0.649217 0.858993 0.841507
0.656758 0.147411 0.849259 0.342347
0.643148 0.347052 0.651246 0.8481
0.855575 0.142437 0.343698 0.650095
0.842097 0.643594 0.84672 0.850673
0.654826 0.656433 0.166372 0.646817
0.862465 0.153217 0.651647 0.350358
0.852672 0.147676 0.35392 0.656018
0.147341 0.853815 0.345089 0.640106
0.64938 0.360913 0.643216 0.846765
0.650572 0.355102 0.1497 0.646454
0.839828 0.145416 0.349809 0.652345
0.655263 0.150436 0.852527 0.353201
0.86287 0.641816 0.842879 0.849073
0.650894 0.657921 0.138786 0.642455
0.855069 0.153335 0.653401 0.360374
0.652616 0.158363 0.851066 0.357751
0.854154 0.145184 0.633172 0.341279
0.853087 0.64719 0.855602 0.843819
0.658171 0.343594 0.153997 0.648162
0.651151 0.347295 0.648925 0.848434
0.649448 0.657561 0.138672 0.64807
0.147495 0.350437 0.854746 0.147288
0.852216 0.656509 0.845659 0.836786
0.648377 0.150629 0.841904 0.357245
0.650467 0.655179 0.140068 0.647941
0.156307 0.856866 0.348232 0.647357
0.659498 0.343017 0.152524 0.646045
0.850314 0.159918 0.351184 0.652423
0.160767 0.351208 0.845323 0.153538
0.650587 0.148181 0.85448 0.349492
0.649697 0.650578 0.145224 0.645495
0.85995 0.144856 0.653366 0.36118
0.146767 0.346229 0.855441 0.15873
0.854524 0.159531 0.348939 0.647821
0.657941 0.151061 0.838684 0.346425
0.853562 0.658793 0.846676 0.843736
0.857947 0.660877 0.850002 0.860495
0.856697 0.154606 0.641058 0.350509
0.854044 0.151066 0.350091 0.654166
0.163722 0.345989 0.849114 0.156063
0.644782 0.345669 0.15362 0.657744
0.646474 0.353342 0.64713 0.871762
0.139253 0.357721 0.84823 0.16127
0.841132 0.146931 0.353111 0.652524
0.642297 0.344587 0.155058 0.658084
0.147671 0.351603 0.866078 0.151771
0.843204 0.146464 0.347017 0.647604
0.155161 0.34224 0.848914 0.150345
0.644396 0.642038 0.152218 0.64411
0.851721 0.665031 0.847062 0.852609
