0.122329 0.812312
0.650305 0.300864
0.323558 0.634094
0.828001 0.627582
0.312115 0.674258
0.348639 0.164493
0.379075 0.145088
0.865771 0.173639
0.837843 0.139386
0.832802 0.185578
0.640278 0.103922
0.172381 0.663901
0.884802 0.621526
0.355626 0.18465
0.828148 0.647072
0.868189 0.194901
0.865104 0.163829
0.665501 0.343284
0.159731 0.142405
0.350326 0.136312
0.350897 0.137299
0.113031 0.842201
0.166933 0.682139
0.191017 0.688813
0.115455 0.175743
0.356261 0.110195
0.620378 0.146494
0.0940799 0.610106
0.366497 0.224293
0.655965 0.142472
0.655291 0.349435
0.110184 0.635648
0.164157 0.834637
0.148348 0.82498
0.379261 0.651481
0.615685 0.31738
0.316346 0.64537
0.178688 0.65856
0.688804 0.19272
0.635635 0.303772
0.336023 0.187391
0.136131 0.62841
0.885528 0.12611
0.822904 0.160771
0.157826 0.170606
0.145759 0.149441
0.388852 0.627114
0.135666 0.639954
0.373527 0.657346
0.350637 0.121363
0.145091 0.669345
0.35829 0.135249
0.844791 0.643454
0.133851 0.87354
0.315358 0.134711
0.35017 0.649419
0.13082 0.845952
0.301355 0.183626
0.336164 0.151132
0.855907 0.684554
0.641263 0.140753
0.634574 0.36089
0.174301 0.136246
0.634972 0.381664
0.847963 0.143962
0.639889 0.162777
0.172102 0.847089
0.380327 0.672342
0.164024 0.884722
0.670878 0.406422
0.652727 0.354844
0.384616 0.136249
0.145717 0.632731
0.164114 0.156437
0.169125 0.658966
0.3741 0.165985
0.16879 0.868416
0.370365 0.620503
0.881835 0.151398
0.838075 0.137868
0.337496 0.653276
0.138461 0.115779
0.336699 0.18172
0.125515 0.647337
0.327046 0.122198
0.162736 0.154238
0.341015 0.592702
0.827754 0.149927
0.880368 0.650262
0.342004 0.129296
0.315281 0.687631
0.673308 0.137587
0.386237 0.129459
0.345866 0.643472
0.166211 0.879922
0.889805 0.146612
0.385385 0.0914323
0.833839 0.666679
0.842953 0.646219
0.860033 0.143412
0.152982 0.154049
0.853738 0.159277
0.164209 0.163747
0.108678 0.827846
0.119117 0.134732
0.349739 0.11388
0.154688 0.13878
0.164259 0.169424
0.622577 0.0992551
0.87234 0.669706
0.703822 0.154264
0.612678 0.150185
0.20288 0.15369
0.180385 0.144991
0.322573 0.138401
0.169094 0.887977
0.713763 0.175984
0.633268 0.136576
0.152779 0.69162
0.831057 0.644599
0.626336 0.190986
0.352979 0.651135
0.653646 0.184066
0.64472 0.157173
0.844216 0.660379
0.922394 0.158491
0.855495 0.669782
0.657233 0.133108
0.858253 0.671012
0.340336 0.191713
0.146087 0.212309
0.120702 0.626614
0.843248 0.665841
0.395593 0.177625
0.351098 0.653489
0.109184 0.837479
0.198953 0.856239
0.353697 0.243086
0.143417 0.802846
0.849938 0.642605
0.368331 0.654142
0.147229 0.903639
0.148449 0.862812
0.829722 0.672391
0.121761 0.177312
0.187655 0.669245
0.694232 0.321924
0.137858 0.638917
0.903652 0.634803
0.367274 0.117107
0.871604 0.627528
0.863464 0.181204
0.933573 0.142193
0.881836 0.119019
0.661538 0.355097
0.827468 0.641005
0.792348 0.0900945
0.140962 0.916424
0.663283 0.134583
0.680798 0.351207
0.902054 0.663357
0.336889 0.635059
0.342541 0.671802
0.158327 0.872336
0.671908 0.131365
0.113978 0.670678
0.845895 0.663429
0.855413 0.145189
0.862924 0.706032
0.36625 0.655419
0.161652 0.158158
0.107354 0.150991
0.165041 0.131164
0.812034 0.153216
0.856756 0.141
0.839695 0.657851
0.861087 0.64462
0.579998 0.155012
0.133335 0.629927
0.611498 0.136507
0.616924 0.134926
0.670146 0.350547
0.137229 0.127031
0.806299 0.633783
0.158897 0.139609
0.127607 0.63697
0.826739 0.653179
0.789089 0.136043
0.322632 0.604082
0.14394 0.844018
0.128668 0.101035
0.157012 0.835123
0.648966 0.167219
0.876837 0.156083
0.121565 0.853412
0.611689 0.167511
0.181602 0.655999
0.137759 0.14249
0.176463 0.17372
0.375999 0.140584
0.866627 0.669335
0.349444 0.15519
0.839926 0.651874
0.84249 0.168706
0.171957 0.867311
0.675058 0.33533
0.170137 0.178542
0.148194 0.122773
0.848378 0.648652
0.422412 0.637107
0.641949 0.360936
0.176359 0.665723
0.145554 0.627031
0.376339 0.164604
0.872094 0.640528
0.663035 0.371671
0.848333 0.162454
0.675998 0.340056
0.653468 0.332255
0.656807 0.322335
0.871514 0.160799
0.162833 0.846359
0.679823 0.12184
0.645816 0.347616
0.78491 0.123212
0.868638 0.654164
0.153686 0.813138
0.153554 0.836803
0.829616 0.144038
0.626903 0.381153
0.855334 0.194358
0.395713 0.145397
0.840649 0.670313
0.12407 0.165151
0.627792 0.177394
0.656648 0.320881
0.355214 0.613925
0.149497 0.16939
0.360285 0.599368
0.144493 0.835017
0.154428 0.108517
0.112583 0.856247
0.841759 0.143414
0.184149 0.840381
0.636864 0.404644
0.116869 0.660892
0.327342 0.668807
0.659183 0.142014
0.117515 0.852479
0.642653 0.362103
0.0888939 0.852046
0.883866 0.195186
0.345153 0.66015
0.336948 0.168958
0.854631 0.158548
0.704049 0.307572
0.335441 0.680506
0.639452 0.387539
0.364677 0.66939
0.662627 0.149467
0.173027 0.171976
0.353622 0.168625
0.376034 0.190151
0.821549 0.17133
0.635611 0.330976
0.631602 0.164822
0.161229 0.641173
0.153691 0.670372
0.148269 0.878544
0.842593 0.654642
0.13949 0.642588
0.858094 0.149959
0.124447 0.852757
0.316897 0.157766
0.379353 0.642236
0.845678 0.158058
0.63223 0.289696
0.114812 0.648674
0.14363 0.658544
0.615104 0.354684
0.40032 0.124731
0.145719 0.848964
0.856467 0.157225
0.35432 0.154694
0.621559 0.382857
0.357014 0.645492
0.834638 0.159664
0.849147 0.141207
0.838253 0.638538
0.672561 0.28927
0.356641 0.659025
0.168782 0.168786
0.606873 0.379569
0.1506 0.158705
0.865748 0.200846
0.894232 0.63438
0.88134 0.136379
0.702338 0.125727
0.877615 0.631277
0.341725 0.156746
0.874487 0.628186
0.825819 0.173422
0.133021 0.797424
0.165134 0.161554
0.172567 0.1363
0.308814 0.149158
0.842121 0.174341
0.614574 0.339875
0.16349 0.840485
0.115189 0.642198
0.634457 0.174362
0.143358 0.654404
0.189531 0.165196
0.196835 0.913279
0.161528 0.853906
0.655105 0.111201
0.343511 0.587836
0.152931 0.913916
0.191625 0.789761
0.120909 0.174684
0.681666 0.368264
0.187852 0.671155
0.637237 0.152621
0.676709 0.389031
0.668953 0.110504
0.314568 0.215547
0.296425 0.643025
0.168076 0.15975
0.369546 0.151585
0.826055 0.162665
0.652419 0.385452
0.378284 0.61657
0.669523 0.113925
0.169979 0.129434
0.171325 0.8383
0.130642 0.822714
0.32679 0.698241
0.858055 0.172432
0.136293 0.132575
0.383652 0.648759
0.6881 0.336618
0.68257 0.36554
0.675719 0.347265
0.901291 0.13668
0.165926 0.857234
0.645805 0.139195
0.175363 0.879588
0.878804 0.1544
0.658099 0.369281
0.371956 0.661352
0.179318 0.133487
0.65754 0.151311
0.854414 0.16431
0.33211 0.656368
0.148344 0.638371
0.326678 0.66303
0.141272 0.824313
0.137739 0.80919
0.631261 0.309061
0.796453 0.145508
0.78616 0.160236
0.336116 0.635066
0.649747 0.352756
0.677755 0.132109
0.620286 0.331203
0.344484 0.162193
0.338174 0.137457
0.158719 0.847665
0.098126 0.842184
0.651967 0.103424
0.60437 0.110183
0.650994 0.363038
0.387714 0.6693
0.853 0.625565
0.143912 0.160146
0.883324 0.115337
0.83994 0.589216
0.36838 0.1842
0.793556 0.167752
0.379534 0.149745
0.148029 0.208595
0.849413 0.622958
0.617163 0.393884
0.843462 0.15226
0.851258 0.131595
0.159282 0.625593
0.601492 0.16464
0.639277 0.161149
0.659423 0.165477
0.880751 0.115644
0.668223 0.360031
0.132758 0.862912
0.874995 0.675732
0.338081 0.667484
0.140028 0.897222
0.310725 0.653317
0.844389 0.121164
0.623801 0.385152
0.141924 0.617978
0.862075 0.624394
0.13202 0.654538
0.176529 0.117652
0.139316 0.803657
0.10731 0.122315
0.814408 0.14836
0.362822 0.658403
0.862244 0.668837
0.933517 0.677367
0.646636 0.128737
0.643271 0.146499
0.376413 0.167265
0.167873 0.0966954
0.644957 0.129319
0.369841 0.694579
0.620414 0.385935
0.183991 0.627008
0.120626 0.178785
0.121556 0.84948
0.361234 0.180912
0.343065 0.617929
0.162765 0.670317
0.129475 0.635418
0.618185 0.401738
0.85161 0.16806
0.327989 0.684484
0.363181 0.626424
0.852818 0.640986
0.87543 0.695221
0.165699 0.843533
0.13897 0.179888
0.635852 0.121661
0.160523 0.171957
0.142613 0.115318
0.360724 0.146362
0.360425 0.155729
0.221168 0.680962
0.159475 0.816219
0.841972 0.629784
0.355138 0.621717
0.188793 0.153784
0.329978 0.703143
0.636362 0.15019
0.648783 0.133111
0.336869 0.621939
0.368785 0.670008
0.864521 0.638409
0.117853 0.13798
0.882598 0.628255
0.158483 0.691969
0.147106 0.164459
0.118319 0.786953
0.83045 0.149979
0.346474 0.674168
0.821093 0.178683
0.118602 0.870322
0.346581 0.648132
0.347707 0.595889
0.835781 0.610848
0.86521 0.66987
0.351806 0.628028
0.149254 0.844456
0.648404 0.362638
0.622267 0.343177
0.838626 0.63523
0.120504 0.889137
0.178477 0.853064
0.358806 0.151462
0.115602 0.661899
0.297041 0.666005
0.663234 0.157892
0.320142 0.651194
0.66225 0.323609
0.333587 0.632286
0.633366 0.355177
0.18638 0.897172
0.14404 0.175721
0.793399 0.104038
0.180769 0.163172
0.624455 0.218768
0.649365 0.165401
0.129441 0.635679
0.645314 0.352233
0.842103 0.154879
0.304683 0.63218
0.196331 0.634098
0.139514 0.845644
0.121903 0.856164
0.854722 0.667618
0.143848 0.121475
0.845782 0.663479
0.161567 0.774819
0.335325 0.630716
0.385941 0.640652
0.642638 0.10428
0.657248 0.140333
0.172863 0.85186
0.31527 0.672333
0.374424 0.171525
0.160056 0.0926954
0.334375 0.626597
0.652235 0.374618
0.848254 0.108419
0.168152 0.696105
0.376422 0.101005
0.853755 0.0957934
0.813182 0.648665
0.124732 0.143053
0.32588 0.154535
0.612713 0.372533
0.64608 0.397832
0.316615 0.181328
0.35941 0.176186
0.091121 0.890196
0.093112 0.14092
0.878265 0.179871
0.155333 0.664586
0.16287 0.84823
0.142687 0.666212
0.631731 0.313857
0.344771 0.15945
0.649038 0.36546
0.196434 0.84376
0.160293 0.143696
0.685142 0.104387
0.115899 0.12982
0.640674 0.14987
0.671811 0.1626
0.127922 0.640588
0.337609 0.135567
0.342724 0.117044
0.325988 0.162453
0.666234 0.354686
0.87496 0.126154
0.653473 0.134912
0.688394 0.298783
0.344259 0.110495
0.329477 0.143526
0.867394 0.115586
0.677784 0.142495
0.374624 0.138965
0.843324 0.667374
0.127647 0.607215
0.125857 0.619275
0.819917 0.636846
0.860403 0.137872
0.828768 0.684896
0.876451 0.114542
0.152412 0.837986
0.68284 0.135418
0.687572 0.136263
0.408736 0.193719
0.387103 0.16558
0.188053 0.665361
0.340114 0.133379
0.186951 0.636056
0.666612 0.168324
0.299972 0.158844
0.171285 0.652601
0.860898 0.650018
0.63855 0.297918
0.308589 0.159424
0.126494 0.836821
0.822268 0.107513
0.371129 0.174763
0.180807 0.185615
0.878931 0.662206
0.341496 0.172532
0.611666 0.138051
0.857915 0.139773
0.386614 0.132147
0.633665 0.135607
0.661954 0.190429
0.137632 0.827193
0.902044 0.660229
0.139455 0.690011
0.626359 0.184451
0.344441 0.661752
0.867972 0.623663
0.147205 0.173343
0.125486 0.143464
0.379895 0.637642
0.193787 0.645612
0.84803 0.588848
0.183292 0.870419
0.12962 0.69119
0.352577 0.162881
0.844284 0.671476
0.682634 0.366255
0.167776 0.855339
0.654921 0.314808
0.353594 0.122911
0.136103 0.867454
0.348297 0.674911
0.596238 0.38264
0.894248 0.637542
0.642634 0.317789
0.836059 0.649084
0.181478 0.663119
0.175941 0.617711
0.142758 0.647465
0.858591 0.669149
0.866366 0.622425
0.605514 0.420054
0.849817 0.171349
0.158349 0.854631
0.84844 0.115073
0.136673 0.860108
0.347546 0.618612
0.382164 0.185964
0.879554 0.625934
0.868225 0.171452
0.642244 0.336891
0.357657 0.592667
0.310871 0.10672
0.122721 0.692703
0.345124 0.635997
0.869329 0.174155
0.819944 0.13243
0.175618 0.82943
0.141471 0.102782
0.626801 0.141662
0.363806 0.659284
0.663555 0.395565
0.120709 0.845687
0.66083 0.365101
0.661704 0.352072
0.820964 0.17105
0.84832 0.652704
0.850387 0.648076
0.130757 0.639499
0.661987 0.328326
0.681267 0.373254
0.134387 0.824466
0.869447 0.107021
0.660821 0.159784
0.61383 0.380658
0.327648 0.153242
0.198493 0.836004
0.672729 0.335667
0.844121 0.124101
0.679713 0.359332
0.843685 0.156751
0.639937 0.105036
0.145039 0.802976
0.385012 0.209321
0.331172 0.627219
0.87188 0.124395
0.346455 0.659613
0.38133 0.669251
0.799315 0.675269
0.385875 0.659516
0.337759 0.134488
0.352812 0.142939
0.121563 0.649576
0.637546 0.11753
0.169499 0.700203
0.85415 0.647221
0.675305 0.112689
0.824373 0.170066
0.139812 0.602958
0.681627 0.179172
0.373797 0.610068
0.209184 0.670747
0.140827 0.127952
0.347852 0.646609
0.344138 0.10689
0.865544 0.183049
0.279156 0.116819
0.626016 0.199387
0.892587 0.666798
0.16225 0.64692
0.81149 0.665842
0.844895 0.639142
0.356107 0.664979
0.351692 0.129173
0.129457 0.178286
0.201978 0.638601
0.886757 0.138754
